Administrative,Informational,ProductRelated,Administrative_Duration,Informational_Duration,ProductRelated_Duration,Weekend,VisitorType,Revenue
0,0,6,0.0,0.0,39.5,False,Returning_Visitor,False
0,0,12,0.0,0.0,375.0,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,7,0.0,0.0,150.0,False,Returning_Visitor,False
0,0,3,0.0,0.0,138.0,False,Returning_Visitor,False
0,0,7,0.0,0.0,337.5,False,Returning_Visitor,False
0,0,19,0.0,0.0,620.0333333,False,Returning_Visitor,False
2,0,15,36.0,0.0,168.8461538,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
0,0,2,0.0,0.0,52.0,False,Returning_Visitor,False
0,0,13,0.0,0.0,649.25,False,New_Visitor,False
0,0,27,0.0,0.0,925.3333333,False,Returning_Visitor,False
0,0,2,0.0,0.0,33.0,False,Returning_Visitor,False
0,0,6,0.0,0.0,1566.5,False,Returning_Visitor,False
0,0,4,0.0,0.0,105.0,False,Returning_Visitor,False
0,1,7,0.0,0.0,50.0,False,Returning_Visitor,False
0,0,16,0.0,0.0,644.2,False,Returning_Visitor,False
3,0,38,18.33333333,0.0,2635.177778,False,Returning_Visitor,False
4,0,19,61.0,0.0,607.0,True,Returning_Visitor,True
0,0,6,0.0,0.0,415.0,False,Returning_Visitor,False
2,1,36,31.0,16.0,2083.530952,False,Returning_Visitor,False
3,0,17,58.5,0.0,281.6666667,False,Returning_Visitor,False
0,0,2,0.0,0.0,27.0,False,Returning_Visitor,False
0,1,9,0.0,0.0,215.0,False,Returning_Visitor,False
0,0,12,0.0,0.0,162.0,False,Returning_Visitor,False
0,0,2,0.0,0.0,114.0,False,Returning_Visitor,False
6,4,128,326.25,94.0,5062.213753,False,Returning_Visitor,False
0,0,4,0.0,0.0,253.0,False,Returning_Visitor,False
0,0,4,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2,0,25,22.0,0.0,436.5,False,Returning_Visitor,False
0,1,30,0.0,93.0,1045.833333,False,Returning_Visitor,False
0,0,12,0.0,0.0,317.8333333,True,Returning_Visitor,False
0,0,21,0.0,0.0,1146.333333,False,Returning_Visitor,False
0,0,11,0.0,0.0,577.0,False,Returning_Visitor,False
0,0,8,0.0,0.0,95.0,False,Returning_Visitor,False
0,0,6,0.0,0.0,301.5,False,Returning_Visitor,False
0,0,6,0.0,0.0,243.0,False,Returning_Visitor,False
0,0,4,0.0,0.0,135.5,False,Returning_Visitor,False
0,2,14,0.0,75.0,442.3333333,False,Returning_Visitor,False
0,0,3,0.0,0.0,41.0,False,Returning_Visitor,False
0,0,11,0.0,0.0,292.9,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,9,0.0,0.0,1238.333333,False,Returning_Visitor,False
0,0,10,0.0,0.0,225.4666667,False,Returning_Visitor,False
4,0,51,462.0,0.0,1873.216667,False,Returning_Visitor,False
0,0,3,0.0,0.0,13.0,False,Returning_Visitor,False
0,0,2,0.0,0.0,222.0,True,Returning_Visitor,False
2,0,16,20.0,0.0,214.8333333,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,6,0.0,0.0,2017.166667,False,Returning_Visitor,False
6,0,26,111.5,0.0,449.0277778,False,Returning_Visitor,False
0,0,6,0.0,0.0,158.1666667,False,Returning_Visitor,False
0,0,9,0.0,0.0,303.6666667,False,Returning_Visitor,False
0,0,3,0.0,0.0,25.0,False,Returning_Visitor,False
0,0,2,0.0,0.0,42.0,False,Returning_Visitor,False
4,0,14,103.625,0.0,1003.416667,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,9,0.0,0.0,272.5,False,Returning_Visitor,False
3,0,8,19.0,0.0,344.0,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,1,10,0.0,19.0,852.0,False,Returning_Visitor,False
0,0,3,0.0,0.0,780.0,False,Returning_Visitor,False
0,0,3,0.0,0.0,1038.0,False,Returning_Visitor,False
0,0,4,0.0,0.0,573.0,False,Returning_Visitor,False
0,0,28,0.0,0.0,1231.233333,False,Returning_Visitor,False
0,0,11,0.0,0.0,316.6666667,False,Returning_Visitor,False
0,0,20,0.0,0.0,873.7365079,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,4,0.0,0.0,16.0,False,Returning_Visitor,False
0,0,19,0.0,0.0,615.0,False,Returning_Visitor,False
0,0,9,0.0,0.0,261.75,False,Returning_Visitor,False
0,0,21,0.0,0.0,615.8831169,True,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
0,0,6,0.0,0.0,117.5,True,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,23,0.0,0.0,501.6666667,False,Returning_Visitor,False
2,2,31,58.0,22.0,829.1666667,True,Returning_Visitor,False
1,0,23,9.5,0.0,1223.0,True,Returning_Visitor,False
0,0,6,0.0,0.0,467.0,False,Returning_Visitor,False
0,0,23,0.0,0.0,737.1666667,False,Returning_Visitor,False
0,0,12,0.0,0.0,129.0,False,Returning_Visitor,False
0,0,5,0.0,0.0,63.0,False,Returning_Visitor,False
0,0,5,0.0,0.0,125.0,False,Returning_Visitor,False
0,0,11,0.0,0.0,684.3333333,False,Returning_Visitor,False
0,0,20,0.0,0.0,665.4722222,True,Returning_Visitor,False
1,0,15,0.0,0.0,487.5,True,Returning_Visitor,False
0,0,17,0.0,0.0,437.1666667,False,Returning_Visitor,False
0,0,3,0.0,0.0,55.0,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
5,0,24,41.3,0.0,446.9277778,True,Returning_Visitor,False
3,0,10,87.0,0.0,320.5,False,Returning_Visitor,False
0,0,7,0.0,0.0,666.0,False,Returning_Visitor,False
1,0,21,0.0,0.0,405.7095238,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,6,0.0,0.0,163.25,False,Returning_Visitor,False
0,0,17,0.0,0.0,284.25,True,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,8,0.0,0.0,260.0,True,Returning_Visitor,False
0,0,20,0.0,0.0,927.45,False,Returning_Visitor,False
2,0,50,9.0,0.0,836.8,False,Returning_Visitor,False
10,2,96,293.7782051,153.0,3283.166739,True,Returning_Visitor,False
9,1,49,111.5,48.5,1868.819697,False,Returning_Visitor,True
3,1,68,47.0,51.0,3008.124108,False,Returning_Visitor,False
0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
3,0,9,52.0,0.0,319.0,False,Returning_Visitor,False
0,0,3,0.0,0.0,42.0,False,Returning_Visitor,False
0,0,22,0.0,0.0,354.3333333,True,Returning_Visitor,False
0,0,98,0.0,0.0,3556.61241,False,Returning_Visitor,False
2,1,67,56.0,144.0,2563.783333,False,New_Visitor,True
3,0,13,112.9607843,0.0,3014.018519,False,Returning_Visitor,False
0,0,17,0.0,0.0,840.2333333,False,New_Visitor,True
3,2,55,94.0,125.0,1970.844805,True,New_Visitor,True
1,0,50,32.0,0.0,2867.0,True,Returning_Visitor,True
0,0,5,0.0,0.0,43.0,True,Returning_Visitor,False
5,0,13,218.0,0.0,284.5,False,New_Visitor,False
0,0,3,0.0,0.0,133.5,False,Returning_Visitor,False
1,0,12,119.0,0.0,297.6666667,False,Returning_Visitor,False
3,0,16,281.0,0.0,453.75,False,New_Visitor,False
1,0,16,18.0,0.0,1331.75,False,New_Visitor,True
2,0,5,40.0,0.0,558.5,True,New_Visitor,False
3,0,4,107.0,0.0,145.8333333,False,New_Visitor,False
0,0,8,0.0,0.0,731.0,False,Returning_Visitor,False
2,1,4,49.0,127.0,188.0,False,Returning_Visitor,False
0,0,14,0.0,0.0,565.3333333,False,Returning_Visitor,False
0,0,2,0.0,0.0,50.0,False,Returning_Visitor,False
4,0,7,57.0,0.0,591.0,True,Returning_Visitor,False
2,3,10,2.0,261.0,281.0,False,Returning_Visitor,False
2,2,18,123.0,306.3333333,483.8333333,False,Returning_Visitor,False
2,0,4,118.0,0.0,42.0,False,Returning_Visitor,False
0,0,35,0.0,0.0,1192.386111,False,Returning_Visitor,False
0,0,12,0.0,0.0,198.0,False,Returning_Visitor,False
0,0,3,0.0,0.0,15.0,False,Returning_Visitor,False
2,0,14,38.0,0.0,643.0,False,Returning_Visitor,True
0,0,5,0.0,0.0,23.0,False,Returning_Visitor,False
0,0,4,0.0,0.0,14.0,False,Returning_Visitor,False
1,0,6,54.0,0.0,210.5,False,New_Visitor,False
1,0,28,993.0,0.0,1529.30467,False,Returning_Visitor,False
0,0,2,0.0,0.0,19.0,True,Returning_Visitor,False
5,2,37,74.25,84.0,1599.083333,False,Returning_Visitor,False
0,0,9,0.0,0.0,102.5,False,Returning_Visitor,False
0,0,16,0.0,0.0,2337.0,False,Returning_Visitor,True
0,0,19,0.0,0.0,1883.5,False,Returning_Visitor,False
2,0,50,32.0,0.0,1245.3,True,Returning_Visitor,False
6,0,22,666.8333333,0.0,1674.583333,False,Returning_Visitor,False
0,0,9,0.0,0.0,132.0,True,Returning_Visitor,False
1,1,50,73.0,740.0,1434.255128,True,Returning_Visitor,False
2,0,18,154.0,0.0,367.25,True,Returning_Visitor,False
3,5,7,49.33333333,303.25,148.5,False,Returning_Visitor,False
3,0,29,118.5,0.0,1482.210784,True,Returning_Visitor,False
6,0,34,153.5,0.0,1048.492063,True,Returning_Visitor,False
0,0,9,0.0,0.0,478.0,True,Returning_Visitor,False
0,0,16,0.0,0.0,980.25,False,Returning_Visitor,False
8,1,51,72.25,21.5,1124.693074,False,Returning_Visitor,False
2,0,22,24.5,0.0,353.1666667,False,Returning_Visitor,False
1,0,18,0.0,0.0,1489.083333,False,Returning_Visitor,False
0,0,7,0.0,0.0,753.0,False,Returning_Visitor,False
0,0,31,0.0,0.0,688.1666667,False,Returning_Visitor,False
0,0,14,0.0,0.0,811.0,False,Returning_Visitor,False
1,0,9,22.0,0.0,415.25,False,Returning_Visitor,False
16,0,32,155.6313131,0.0,908.013456,False,Returning_Visitor,True
1,1,71,21.33333333,235.0,2753.378571,True,Returning_Visitor,False
2,1,46,191.0,100.0,2452.582143,True,Returning_Visitor,False
0,0,18,0.0,0.0,5188.5,False,Returning_Visitor,False
0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,5,0.0,0.0,57.0,False,Returning_Visitor,False
0,0,2,0.0,0.0,8.0,True,Returning_Visitor,False
4,0,19,96.5,0.0,1430.659091,False,Returning_Visitor,False
1,0,2,13.0,0.0,20.0,False,Returning_Visitor,False
5,0,4,1388.75,0.0,1373.75,False,Returning_Visitor,False
0,0,45,0.0,0.0,844.25,False,Returning_Visitor,False
0,1,7,0.0,0.0,188.0,False,New_Visitor,False
3,0,14,51.0,0.0,527.375,True,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
1,1,29,158.0,64.0,1916.761905,True,Returning_Visitor,True
0,0,9,0.0,0.0,116.3333333,False,Returning_Visitor,False
0,0,30,0.0,0.0,397.0,False,Returning_Visitor,False
0,0,63,0.0,0.0,5220.083333,True,Returning_Visitor,True
0,0,20,0.0,0.0,219.3333333,False,Returning_Visitor,False
0,0,5,0.0,0.0,74.0,False,Returning_Visitor,False
0,0,15,0.0,0.0,1559.6,False,Returning_Visitor,False
0,0,6,0.0,0.0,236.5,True,Returning_Visitor,False
1,0,14,10.0,0.0,348.6666667,True,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
1,1,13,28.0,47.0,224.5,False,New_Visitor,False
4,0,42,27.0,0.0,601.7666667,False,Returning_Visitor,False
0,0,5,0.0,0.0,75.5,True,Returning_Visitor,False
0,0,2,0.0,0.0,153.0,False,Returning_Visitor,False
4,0,10,15.0,0.0,197.2,True,Returning_Visitor,True
0,0,18,0.0,0.0,3658.5,False,Returning_Visitor,False
0,0,5,0.0,0.0,1162.5,False,Returning_Visitor,False
0,0,32,0.0,0.0,556.6,False,Returning_Visitor,False
0,0,3,0.0,0.0,41.0,True,Returning_Visitor,False
0,0,11,0.0,0.0,300.0714286,True,Returning_Visitor,True
0,0,6,0.0,0.0,69.25,False,Returning_Visitor,False
2,0,10,390.0,0.0,1169.1,False,Returning_Visitor,False
0,0,8,0.0,0.0,402.0,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,35,0.0,0.0,3324.333333,False,Returning_Visitor,False
11,1,87,215.5238095,70.0,3037.499952,False,Returning_Visitor,False
0,0,4,0.0,0.0,59.0,False,Returning_Visitor,False
1,0,51,11.0,0.0,1059.253472,False,Returning_Visitor,False
2,0,7,20.0,0.0,720.0,False,Returning_Visitor,False
0,0,40,0.0,0.0,905.4856061,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
2,1,14,8.0,14.33333333,603.6666667,False,Returning_Visitor,True
0,0,13,0.0,0.0,328.9166667,False,Returning_Visitor,True
0,0,33,0.0,0.0,778.8166667,False,Returning_Visitor,False
4,0,22,171.25,0.0,851.5595238,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,3,0.0,0.0,227.5,False,Returning_Visitor,False
5,0,17,227.3333333,0.0,528.9,True,Returning_Visitor,False
0,0,15,0.0,0.0,872.8333333,True,Returning_Visitor,False
0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,35,0.0,0.0,835.0666667,False,Returning_Visitor,False
0,0,4,0.0,0.0,82.5,False,Returning_Visitor,False
0,1,1,0.0,0.0,13.0,False,Returning_Visitor,False
0,0,2,0.0,0.0,9.0,True,Returning_Visitor,False
0,0,2,0.0,0.0,7.0,False,Returning_Visitor,False
0,0,12,0.0,0.0,94.5,False,Returning_Visitor,False
5,0,23,86.0,0.0,267.3,True,Returning_Visitor,False
0,0,29,0.0,0.0,3312.5,False,Returning_Visitor,False
0,0,3,0.0,0.0,75.0,True,Returning_Visitor,False
2,0,10,7.0,0.0,75.0,False,Returning_Visitor,False
0,1,27,0.0,24.0,1547.5,False,Returning_Visitor,False
7,2,35,186.9761905,40.0,1276.157071,False,Returning_Visitor,False
3,2,54,138.0,136.0,2631.1,False,Returning_Visitor,False
0,0,2,0.0,0.0,96.0,False,Returning_Visitor,False
2,0,3,374.0,0.0,1370.0,False,Returning_Visitor,False
2,0,5,61.0,0.0,97.0,False,Returning_Visitor,False
1,0,46,14.0,0.0,1380.166667,False,Returning_Visitor,False
1,0,23,38.0,0.0,1483.6,False,Returning_Visitor,True
0,0,5,0.0,0.0,156.0,False,Returning_Visitor,False
0,0,10,0.0,0.0,240.75,False,Returning_Visitor,False
2,0,37,96.0,0.0,1238.5,False,New_Visitor,False
6,0,68,615.25,0.0,2524.719048,False,Returning_Visitor,False
4,0,4,111.0,0.0,54.0,False,Returning_Visitor,False
2,0,2,147.0,0.0,35.0,False,New_Visitor,False
0,0,15,0.0,0.0,175.9166667,True,Returning_Visitor,False
3,0,11,53.16666667,0.0,263.6,False,Returning_Visitor,False
2,0,7,58.0,0.0,101.8,False,New_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
3,0,55,48.5,0.0,1042.242857,False,New_Visitor,False
1,3,21,21.0,116.0,613.6666667,False,Returning_Visitor,False
4,0,64,115.3333333,0.0,1588.944444,False,Returning_Visitor,False
1,0,14,8.0,0.0,269.5,False,Returning_Visitor,False
1,0,8,32.28571429,0.0,1236.2,False,Returning_Visitor,False
0,0,49,0.0,0.0,1384.016667,False,Returning_Visitor,False
0,0,4,0.0,0.0,52.0,False,Returning_Visitor,False
1,0,29,11.0,0.0,664.75,False,Returning_Visitor,False
0,0,7,0.0,0.0,64.0,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,8,0.0,0.0,326.5,False,Returning_Visitor,False
0,0,25,0.0,0.0,1690.977778,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
4,0,3,277.75,0.0,178.75,False,New_Visitor,False
0,0,12,0.0,0.0,407.0,False,Returning_Visitor,False
6,0,39,241.1666667,0.0,1513.566667,False,Returning_Visitor,False
3,0,24,64.0,0.0,832.0909091,False,New_Visitor,False
1,0,12,25.5,0.0,250.8333333,True,Returning_Visitor,False
2,0,15,64.0,0.0,565.6666667,False,New_Visitor,False
0,0,10,0.0,0.0,194.0,False,Returning_Visitor,False
8,1,19,130.0,18.0,298.0,True,Returning_Visitor,False
9,1,55,79.0,155.5,1743.066667,False,Returning_Visitor,False
3,0,27,84.0,0.0,655.9166667,False,Returning_Visitor,False
0,1,30,0.0,9.0,1992.833333,False,Returning_Visitor,True
0,0,3,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,24,0.0,0.0,308.8635531,False,Returning_Visitor,False
3,0,46,41.0,0.0,2749.666667,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,25,0.0,0.0,812.0,False,Returning_Visitor,False
0,0,12,0.0,0.0,166.0,True,Returning_Visitor,False
1,0,4,14.0,0.0,65.0,False,Returning_Visitor,False
4,0,46,86.0,0.0,2450.688095,False,Returning_Visitor,False
0,0,10,0.0,0.0,226.8333333,True,Returning_Visitor,False
3,0,9,618.0,0.0,341.0,False,New_Visitor,True
0,0,13,0.0,0.0,226.0,True,Returning_Visitor,False
1,0,111,11.88888889,0.0,3510.879903,False,Returning_Visitor,False
5,0,2,51.5,0.0,6.0,False,Returning_Visitor,False
2,0,27,7.0,0.0,559.4,True,Returning_Visitor,False
8,0,33,269.0,0.0,1109.883333,False,Returning_Visitor,False
0,0,5,0.0,0.0,239.0,False,Returning_Visitor,False
2,0,7,44.5,0.0,212.1666667,True,New_Visitor,False
0,0,6,0.0,0.0,44.0,False,Returning_Visitor,False
0,0,8,0.0,0.0,781.0,False,Returning_Visitor,False
4,0,14,61.0,0.0,175.6666667,False,Returning_Visitor,False
3,0,25,90.0,0.0,397.8846154,True,Returning_Visitor,False
0,0,25,0.0,0.0,770.0285714,False,Returning_Visitor,False
2,3,22,102.5,60.0,1034.975,False,Returning_Visitor,True
0,0,2,0.0,0.0,12.0,False,Returning_Visitor,False
0,0,3,0.0,0.0,8.0,False,Returning_Visitor,False
1,0,22,17.0,0.0,399.8,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,2,0.0,0.0,254.0,False,Returning_Visitor,False
0,0,7,0.0,0.0,67.0,False,Returning_Visitor,False
0,0,4,0.0,0.0,57.0,False,Returning_Visitor,False
0,0,12,0.0,0.0,240.4166667,False,Returning_Visitor,False
0,0,8,0.0,0.0,551.1666667,False,Returning_Visitor,False
6,0,47,71.5,0.0,1532.2,False,Returning_Visitor,True
0,0,7,0.0,0.0,379.5,False,Returning_Visitor,False
1,0,14,6.0,0.0,548.1857143,True,Returning_Visitor,False
3,0,31,304.0,0.0,1735.301587,False,Returning_Visitor,False
0,0,3,0.0,0.0,103.0,True,Returning_Visitor,False
7,0,44,151.0,0.0,1406.1,False,Returning_Visitor,False
3,0,8,199.75,0.0,331.4,False,New_Visitor,False
1,1,88,13.5,28.0,1759.275703,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
7,4,31,191.2,654.3333333,1204.600433,False,Returning_Visitor,True
2,0,39,47.0,0.0,1743.366667,False,Returning_Visitor,True
0,0,10,0.0,0.0,236.0,False,Returning_Visitor,False
5,4,17,197.0,246.0,427.0833333,False,New_Visitor,False
3,0,46,115.125,0.0,909.522619,False,Returning_Visitor,False
4,0,14,312.75,0.0,702.9166667,False,New_Visitor,False
0,0,40,0.0,0.0,962.3333333,False,Returning_Visitor,False
4,0,2,724.0,0.0,159.0,False,New_Visitor,False
0,0,2,0.0,0.0,24.0,False,Returning_Visitor,False
8,4,30,237.5,142.0,1569.625,True,Returning_Visitor,True
3,0,15,66.33333333,0.0,424.8333333,False,Returning_Visitor,False
0,0,16,0.0,0.0,154.8333333,False,Returning_Visitor,False
2,1,37,190.0,0.0,758.4428571,True,Returning_Visitor,False
4,1,11,174.0,18.5,305.875,True,New_Visitor,False
3,0,2,227.0,0.0,62.0,True,Returning_Visitor,False
1,0,15,23.0,0.0,656.25,True,Returning_Visitor,False
0,0,29,0.0,0.0,617.5,False,Returning_Visitor,False
0,2,15,0.0,39.0,245.0,True,Returning_Visitor,True
0,0,3,0.0,0.0,20.0,True,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
0,0,2,0.0,0.0,22.0,False,Returning_Visitor,False
1,1,55,26.0,0.0,872.4,True,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
0,0,38,0.0,0.0,1372.0,False,Returning_Visitor,False
2,0,7,41.0,0.0,139.0,True,Returning_Visitor,False
0,0,5,0.0,0.0,288.5,True,Returning_Visitor,False
0,0,2,0.0,0.0,0.0,True,Returning_Visitor,False
0,0,6,0.0,0.0,192.0,False,Returning_Visitor,False
0,0,27,0.0,0.0,954.6666667,False,Returning_Visitor,False
0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
2,0,13,74.0,0.0,429.0,False,Returning_Visitor,False
0,0,41,0.0,0.0,1546.5,True,Returning_Visitor,False
2,0,9,45.0,0.0,96.46666667,False,Returning_Visitor,False
2,0,9,112.0,0.0,198.8333333,True,New_Visitor,False
0,0,8,0.0,0.0,181.0,True,Returning_Visitor,False
2,0,15,37.0,0.0,208.5,True,New_Visitor,False
0,0,21,0.0,0.0,517.4238095,False,Returning_Visitor,False
0,0,12,0.0,0.0,358.0666667,False,Returning_Visitor,False
1,0,22,5.5,0.0,339.25,False,Returning_Visitor,False
3,0,13,50.0,0.0,796.0,False,Returning_Visitor,False
0,0,31,0.0,0.0,1759.416667,True,Returning_Visitor,False
2,0,19,26.0,0.0,3277.0,False,Returning_Visitor,False
0,0,13,0.0,0.0,265.1666667,False,Returning_Visitor,False
5,0,13,113.5,0.0,437.2,False,New_Visitor,False
0,0,6,0.0,0.0,92.0,False,Returning_Visitor,False
3,0,0,279.0,0.0,0.0,True,Returning_Visitor,False
