,Administrative,Informational,ProductRelated,Administrative_Duration,Informational_Duration,ProductRelated_Duration,Weekend,VisitorType,Revenue
28,0,0,4,0.0,0.0,63.0,False,Returning_Visitor,False
29,1,1,45,6.0,0.0,1582.75,False,Returning_Visitor,False
30,0,0,2,0.0,0.0,35.0,False,Returning_Visitor,False
31,0,0,3,0.0,0.0,78.0,True,Returning_Visitor,False
32,0,0,8,0.0,0.0,209.5,False,Returning_Visitor,False
33,0,0,10,0.0,0.0,183.6666667,False,Returning_Visitor,False
34,0,0,14,0.0,0.0,380.5,False,Returning_Visitor,False
35,0,0,52,0.0,0.0,2086.242857,False,Returning_Visitor,False
36,0,0,8,0.0,0.0,388.0,True,Returning_Visitor,False
37,2,0,5,18.0,0.0,298.0,False,Returning_Visitor,False
38,0,0,7,0.0,0.0,63.0,False,Returning_Visitor,False
39,0,0,9,0.0,0.0,482.0,False,Returning_Visitor,False
40,1,0,46,9.0,0.0,4084.393939,False,Returning_Visitor,False
41,0,0,3,0.0,0.0,22.0,False,Returning_Visitor,False
42,0,0,15,0.0,0.0,310.1666667,False,Returning_Visitor,False
43,0,0,2,0.0,0.0,34.0,False,Returning_Visitor,False
44,0,0,4,0.0,0.0,88.0,False,Returning_Visitor,False
45,0,0,22,0.0,0.0,622.25,False,Returning_Visitor,False
46,0,0,14,0.0,0.0,222.4,False,Returning_Visitor,False
47,0,0,3,0.0,0.0,80.0,False,Returning_Visitor,False
48,0,0,11,0.0,0.0,800.8333333,False,Returning_Visitor,False
49,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
50,0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
51,0,0,12,0.0,0.0,265.1666667,False,Returning_Visitor,False
52,0,0,2,0.0,0.0,29.0,True,Returning_Visitor,False
53,0,0,4,0.0,0.0,160.0,False,Returning_Visitor,False
54,0,0,4,0.0,0.0,135.6666667,False,Returning_Visitor,False
55,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
56,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
57,4,2,36,56.0,120.0,998.7416667,False,Returning_Visitor,False
58,0,0,4,0.0,0.0,104.0,False,Returning_Visitor,False
59,2,0,16,16.0,0.0,381.6865079,False,Returning_Visitor,False
60,0,0,6,0.0,0.0,169.0,False,Returning_Visitor,False
61,0,0,8,0.0,0.0,400.8,False,Returning_Visitor,False
62,12,0,42,279.4166667,0.0,1553.583333,False,Returning_Visitor,False
63,0,0,14,0.0,0.0,706.5,True,Returning_Visitor,False
64,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
65,3,0,27,87.83333333,0.0,798.3333333,False,Returning_Visitor,True
66,4,0,90,44.0,0.0,6951.972222,False,Returning_Visitor,False
67,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
68,0,0,18,0.0,0.0,902.0,False,Returning_Visitor,False
69,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
70,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
71,0,0,20,0.0,0.0,197.3777778,False,Returning_Visitor,False
72,0,0,2,0.0,0.0,43.0,False,Returning_Visitor,False
73,0,0,8,0.0,0.0,426.6666667,False,Returning_Visitor,False
74,0,0,3,0.0,0.0,135.0,False,Returning_Visitor,False
75,0,0,16,0.0,0.0,588.3333333,False,Returning_Visitor,False
76,10,0,36,1005.666667,0.0,2111.341667,False,Returning_Visitor,True
77,0,0,2,0.0,0.0,76.0,False,Returning_Visitor,False
78,0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
79,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
80,0,0,7,0.0,0.0,208.0,True,Returning_Visitor,False
81,0,0,4,0.0,0.0,270.0,False,Returning_Visitor,False
82,0,0,6,0.0,0.0,39.5,False,Returning_Visitor,False
83,0,0,12,0.0,0.0,375.0,False,Returning_Visitor,False
84,0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
85,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
86,0,0,7,0.0,0.0,150.0,False,Returning_Visitor,False
87,0,0,3,0.0,0.0,138.0,False,Returning_Visitor,False
88,0,0,7,0.0,0.0,337.5,False,Returning_Visitor,False
89,0,0,19,0.0,0.0,620.0333333,False,Returning_Visitor,False
90,2,0,15,36.0,0.0,168.8461538,False,Returning_Visitor,False
91,0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
92,0,0,2,0.0,0.0,52.0,False,Returning_Visitor,False
93,0,0,13,0.0,0.0,649.25,False,New_Visitor,False
94,0,0,27,0.0,0.0,925.3333333,False,Returning_Visitor,False
95,0,0,2,0.0,0.0,33.0,False,Returning_Visitor,False
96,0,0,6,0.0,0.0,1566.5,False,Returning_Visitor,False
97,0,0,4,0.0,0.0,105.0,False,Returning_Visitor,False
98,0,1,7,0.0,0.0,50.0,False,Returning_Visitor,False
99,0,0,16,0.0,0.0,644.2,False,Returning_Visitor,False
100,3,0,38,18.33333333,0.0,2635.177778,False,Returning_Visitor,False
101,4,0,19,61.0,0.0,607.0,True,Returning_Visitor,True
102,0,0,6,0.0,0.0,415.0,False,Returning_Visitor,False
103,2,1,36,31.0,16.0,2083.530952,False,Returning_Visitor,False
104,3,0,17,58.5,0.0,281.6666667,False,Returning_Visitor,False
105,0,0,2,0.0,0.0,27.0,False,Returning_Visitor,False
106,0,1,9,0.0,0.0,215.0,False,Returning_Visitor,False
107,0,0,12,0.0,0.0,162.0,False,Returning_Visitor,False
108,0,0,2,0.0,0.0,114.0,False,Returning_Visitor,False
109,6,4,128,326.25,94.0,5062.213753,False,Returning_Visitor,False
110,0,0,4,0.0,0.0,253.0,False,Returning_Visitor,False
111,0,0,4,0.0,0.0,0.0,False,Returning_Visitor,False
112,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
113,2,0,25,22.0,0.0,436.5,False,Returning_Visitor,False
114,0,1,30,0.0,93.0,1045.833333,False,Returning_Visitor,False
115,0,0,12,0.0,0.0,317.8333333,True,Returning_Visitor,False
116,0,0,21,0.0,0.0,1146.333333,False,Returning_Visitor,False
117,0,0,11,0.0,0.0,577.0,False,Returning_Visitor,False
118,0,0,8,0.0,0.0,95.0,False,Returning_Visitor,False
119,0,0,6,0.0,0.0,301.5,False,Returning_Visitor,False
120,0,0,6,0.0,0.0,243.0,False,Returning_Visitor,False
121,0,0,4,0.0,0.0,135.5,False,Returning_Visitor,False
122,0,2,14,0.0,75.0,442.3333333,False,Returning_Visitor,False
123,0,0,3,0.0,0.0,41.0,False,Returning_Visitor,False
124,0,0,11,0.0,0.0,292.9,False,Returning_Visitor,False
125,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
126,0,0,9,0.0,0.0,1238.333333,False,Returning_Visitor,False
127,0,0,10,0.0,0.0,225.4666667,False,Returning_Visitor,False
128,4,0,51,462.0,0.0,1873.216667,False,Returning_Visitor,False
129,0,0,3,0.0,0.0,13.0,False,Returning_Visitor,False
130,0,0,2,0.0,0.0,222.0,True,Returning_Visitor,False
131,2,0,16,20.0,0.0,214.8333333,False,Returning_Visitor,False
132,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
133,0,0,6,0.0,0.0,2017.166667,False,Returning_Visitor,False
134,6,0,26,111.5,0.0,449.0277778,False,Returning_Visitor,False
135,0,0,6,0.0,0.0,158.1666667,False,Returning_Visitor,False
136,0,0,9,0.0,0.0,303.6666667,False,Returning_Visitor,False
137,0,0,3,0.0,0.0,25.0,False,Returning_Visitor,False
138,0,0,2,0.0,0.0,42.0,False,Returning_Visitor,False
139,4,0,14,103.625,0.0,1003.416667,False,Returning_Visitor,False
140,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
141,0,0,9,0.0,0.0,272.5,False,Returning_Visitor,False
142,3,0,8,19.0,0.0,344.0,False,Returning_Visitor,False
143,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
144,0,1,10,0.0,19.0,852.0,False,Returning_Visitor,False
145,0,0,3,0.0,0.0,780.0,False,Returning_Visitor,False
146,0,0,3,0.0,0.0,1038.0,False,Returning_Visitor,False
147,0,0,4,0.0,0.0,573.0,False,Returning_Visitor,False
148,0,0,28,0.0,0.0,1231.233333,False,Returning_Visitor,False
149,0,0,11,0.0,0.0,316.6666667,False,Returning_Visitor,False
150,0,0,20,0.0,0.0,873.7365079,False,Returning_Visitor,False
151,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
152,0,0,4,0.0,0.0,16.0,False,Returning_Visitor,False
153,0,0,19,0.0,0.0,615.0,False,Returning_Visitor,False
154,0,0,9,0.0,0.0,261.75,False,Returning_Visitor,False
155,0,0,21,0.0,0.0,615.8831169,True,Returning_Visitor,False
156,0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
157,0,0,6,0.0,0.0,117.5,True,Returning_Visitor,False
158,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
159,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
160,0,0,23,0.0,0.0,501.6666667,False,Returning_Visitor,False
161,2,2,31,58.0,22.0,829.1666667,True,Returning_Visitor,False
162,1,0,23,9.5,0.0,1223.0,True,Returning_Visitor,False
163,0,0,6,0.0,0.0,467.0,False,Returning_Visitor,False
164,0,0,23,0.0,0.0,737.1666667,False,Returning_Visitor,False
165,0,0,12,0.0,0.0,129.0,False,Returning_Visitor,False
166,0,0,5,0.0,0.0,63.0,False,Returning_Visitor,False
167,0,0,5,0.0,0.0,125.0,False,Returning_Visitor,False
168,0,0,11,0.0,0.0,684.3333333,False,Returning_Visitor,False
169,0,0,20,0.0,0.0,665.4722222,True,Returning_Visitor,False
170,1,0,15,0.0,0.0,487.5,True,Returning_Visitor,False
171,0,0,17,0.0,0.0,437.1666667,False,Returning_Visitor,False
172,0,0,3,0.0,0.0,55.0,False,Returning_Visitor,False
173,0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
174,5,0,24,41.3,0.0,446.9277778,True,Returning_Visitor,False
175,3,0,10,87.0,0.0,320.5,False,Returning_Visitor,False
176,0,0,7,0.0,0.0,666.0,False,Returning_Visitor,False
177,1,0,21,0.0,0.0,405.7095238,False,Returning_Visitor,False
178,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
179,0,0,6,0.0,0.0,163.25,False,Returning_Visitor,False
180,0,0,17,0.0,0.0,284.25,True,Returning_Visitor,False
181,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
182,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
183,0,0,8,0.0,0.0,260.0,True,Returning_Visitor,False
184,0,16,5,0.0,1210.397619,279.8571429,False,Returning_Visitor,False
185,0,0,20,0.0,0.0,927.45,False,Returning_Visitor,False
186,2,0,50,9.0,0.0,836.8,False,Returning_Visitor,False
187,10,2,96,293.7782051,153.0,3283.166739,True,Returning_Visitor,False
188,9,1,49,111.5,48.5,1868.819697,False,Returning_Visitor,True
189,3,1,68,47.0,51.0,3008.124108,False,Returning_Visitor,False
190,0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
191,3,5,24,1226.0,3.0,3230.25,False,Returning_Visitor,False
192,3,0,9,52.0,0.0,319.0,False,Returning_Visitor,False
193,0,0,3,0.0,0.0,42.0,False,Returning_Visitor,False
194,0,0,22,0.0,0.0,354.3333333,True,Returning_Visitor,False
195,0,0,98,0.0,0.0,3556.61241,False,Returning_Visitor,False
196,2,1,67,56.0,144.0,2563.783333,False,New_Visitor,True
197,3,0,13,112.9607843,0.0,3014.018519,False,Returning_Visitor,False
198,0,0,17,0.0,0.0,840.2333333,False,New_Visitor,True
199,3,2,55,94.0,125.0,1970.844805,True,New_Visitor,True
200,1,0,50,32.0,0.0,2867.0,True,Returning_Visitor,True
201,0,0,5,0.0,0.0,43.0,True,Returning_Visitor,False
202,5,0,13,218.0,0.0,284.5,False,New_Visitor,False
203,0,0,3,0.0,0.0,133.5,False,Returning_Visitor,False
204,1,0,12,119.0,0.0,297.6666667,False,Returning_Visitor,False
205,3,0,16,281.0,0.0,453.75,False,New_Visitor,False
206,1,0,16,18.0,0.0,1331.75,False,New_Visitor,True
207,2,0,5,40.0,0.0,558.5,True,New_Visitor,False
208,3,0,4,107.0,0.0,145.8333333,False,New_Visitor,False
209,0,0,8,0.0,0.0,731.0,False,Returning_Visitor,False
210,2,1,4,49.0,127.0,188.0,False,Returning_Visitor,False
211,0,0,14,0.0,0.0,565.3333333,False,Returning_Visitor,False
212,0,0,2,0.0,0.0,50.0,False,Returning_Visitor,False
213,4,0,7,57.0,0.0,591.0,True,Returning_Visitor,False
214,2,3,10,2.0,261.0,281.0,False,Returning_Visitor,False
215,2,2,18,123.0,306.3333333,483.8333333,False,Returning_Visitor,False
216,2,0,4,118.0,0.0,42.0,False,Returning_Visitor,False
217,0,0,35,0.0,0.0,1192.386111,False,Returning_Visitor,False
218,0,0,12,0.0,0.0,198.0,False,Returning_Visitor,False
219,0,0,3,0.0,0.0,15.0,False,Returning_Visitor,False
220,2,0,14,38.0,0.0,643.0,False,Returning_Visitor,True
221,0,0,5,0.0,0.0,23.0,False,Returning_Visitor,False
222,0,0,4,0.0,0.0,14.0,False,Returning_Visitor,False
223,1,0,6,54.0,0.0,210.5,False,New_Visitor,False
224,1,0,28,993.0,0.0,1529.30467,False,Returning_Visitor,False
225,0,0,2,0.0,0.0,19.0,True,Returning_Visitor,False
226,5,2,37,74.25,84.0,1599.083333,False,Returning_Visitor,False
227,0,0,9,0.0,0.0,102.5,False,Returning_Visitor,False
228,0,0,16,0.0,0.0,2337.0,False,Returning_Visitor,True
229,0,0,19,0.0,0.0,1883.5,False,Returning_Visitor,False
230,2,0,50,32.0,0.0,1245.3,True,Returning_Visitor,False
231,6,0,22,666.8333333,0.0,1674.583333,False,Returning_Visitor,False
232,0,0,9,0.0,0.0,132.0,True,Returning_Visitor,False
233,1,1,50,73.0,740.0,1434.255128,True,Returning_Visitor,False
234,2,0,18,154.0,0.0,367.25,True,Returning_Visitor,False
235,3,5,7,49.33333333,303.25,148.5,False,Returning_Visitor,False
236,3,0,29,118.5,0.0,1482.210784,True,Returning_Visitor,False
237,6,0,34,153.5,0.0,1048.492063,True,Returning_Visitor,False
238,0,0,9,0.0,0.0,478.0,True,Returning_Visitor,False
239,0,0,16,0.0,0.0,980.25,False,Returning_Visitor,False
240,8,1,51,72.25,21.5,1124.693074,False,Returning_Visitor,False
241,2,0,22,24.5,0.0,353.1666667,False,Returning_Visitor,False
242,1,0,18,0.0,0.0,1489.083333,False,Returning_Visitor,False
243,0,1,28,0.0,1220.0,2389.333333,True,Returning_Visitor,False
244,0,0,7,0.0,0.0,753.0,False,Returning_Visitor,False
245,0,0,31,0.0,0.0,688.1666667,False,Returning_Visitor,False
246,0,0,14,0.0,0.0,811.0,False,Returning_Visitor,False
247,1,0,9,22.0,0.0,415.25,False,Returning_Visitor,False
248,16,0,32,155.6313131,0.0,908.013456,False,Returning_Visitor,True
249,1,1,71,21.33333333,235.0,2753.378571,True,Returning_Visitor,False
250,2,1,46,191.0,100.0,2452.582143,True,Returning_Visitor,False
251,0,0,18,0.0,0.0,5188.5,False,Returning_Visitor,False
252,0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
253,0,0,5,0.0,0.0,57.0,False,Returning_Visitor,False
254,0,0,2,0.0,0.0,8.0,True,Returning_Visitor,False
255,4,0,19,96.5,0.0,1430.659091,False,Returning_Visitor,False
256,1,0,2,13.0,0.0,20.0,False,Returning_Visitor,False
257,5,0,4,1388.75,0.0,1373.75,False,Returning_Visitor,False
258,0,0,45,0.0,0.0,844.25,False,Returning_Visitor,False
259,0,1,7,0.0,0.0,188.0,False,New_Visitor,False
260,3,0,14,51.0,0.0,527.375,True,Returning_Visitor,False
261,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
262,1,1,29,158.0,64.0,1916.761905,True,Returning_Visitor,True
263,0,0,9,0.0,0.0,116.3333333,False,Returning_Visitor,False
264,0,0,30,0.0,0.0,397.0,False,Returning_Visitor,False
265,0,0,63,0.0,0.0,5220.083333,True,Returning_Visitor,True
266,0,0,20,0.0,0.0,219.3333333,False,Returning_Visitor,False
267,0,0,5,0.0,0.0,74.0,False,Returning_Visitor,False
268,0,0,15,0.0,0.0,1559.6,False,Returning_Visitor,False
269,0,0,6,0.0,0.0,236.5,True,Returning_Visitor,False
270,1,0,14,10.0,0.0,348.6666667,True,Returning_Visitor,False
271,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
272,1,1,13,28.0,47.0,224.5,False,New_Visitor,False
273,4,0,42,27.0,0.0,601.7666667,False,Returning_Visitor,False
274,0,0,5,0.0,0.0,75.5,True,Returning_Visitor,False
275,0,0,2,0.0,0.0,153.0,False,Returning_Visitor,False
276,4,0,10,15.0,0.0,197.2,True,Returning_Visitor,True
277,0,0,18,0.0,0.0,3658.5,False,Returning_Visitor,False
278,0,0,5,0.0,0.0,1162.5,False,Returning_Visitor,False
279,0,0,32,0.0,0.0,556.6,False,Returning_Visitor,False
280,0,0,3,0.0,0.0,41.0,True,Returning_Visitor,False
281,0,0,11,0.0,0.0,300.0714286,True,Returning_Visitor,True
282,13,4,36,1249.809524,205.0,1626.625433,False,Returning_Visitor,False
283,0,0,6,0.0,0.0,69.25,False,Returning_Visitor,False
284,2,0,10,390.0,0.0,1169.1,False,Returning_Visitor,False
285,0,0,8,0.0,0.0,402.0,False,Returning_Visitor,False
286,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
287,0,0,35,0.0,0.0,3324.333333,False,Returning_Visitor,False
288,11,1,87,215.5238095,70.0,3037.499952,False,Returning_Visitor,False
289,0,0,4,0.0,0.0,59.0,False,Returning_Visitor,False
290,1,0,51,11.0,0.0,1059.253472,False,Returning_Visitor,False
291,2,0,7,20.0,0.0,720.0,False,Returning_Visitor,False
292,0,0,40,0.0,0.0,905.4856061,False,Returning_Visitor,False
293,0,0,1,0.0,0.0,0.0,True,Returning_Visitor,False
294,2,1,14,8.0,14.33333333,603.6666667,False,Returning_Visitor,True
295,0,0,13,0.0,0.0,328.9166667,False,Returning_Visitor,True
296,0,0,33,0.0,0.0,778.8166667,False,Returning_Visitor,False
297,4,0,22,171.25,0.0,851.5595238,False,Returning_Visitor,False
298,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
299,0,0,3,0.0,0.0,227.5,False,Returning_Visitor,False
300,5,0,17,227.3333333,0.0,528.9,True,Returning_Visitor,False
301,0,0,15,0.0,0.0,872.8333333,True,Returning_Visitor,False
302,0,0,2,0.0,0.0,0.0,False,Returning_Visitor,False
303,0,0,35,0.0,0.0,835.0666667,False,Returning_Visitor,False
304,0,0,4,0.0,0.0,82.5,False,Returning_Visitor,False
305,0,1,1,0.0,0.0,13.0,False,Returning_Visitor,False
306,0,0,2,0.0,0.0,9.0,True,Returning_Visitor,False
307,0,0,2,0.0,0.0,7.0,False,Returning_Visitor,False
308,0,0,12,0.0,0.0,94.5,False,Returning_Visitor,False
309,5,0,23,86.0,0.0,267.3,True,Returning_Visitor,False
310,0,0,29,0.0,0.0,3312.5,False,Returning_Visitor,False
311,0,0,3,0.0,0.0,75.0,True,Returning_Visitor,False
312,2,0,10,7.0,0.0,75.0,False,Returning_Visitor,False
313,0,1,27,0.0,24.0,1547.5,False,Returning_Visitor,False
314,7,2,35,186.9761905,40.0,1276.157071,False,Returning_Visitor,False
315,3,2,54,138.0,136.0,2631.1,False,Returning_Visitor,False
316,0,0,2,0.0,0.0,96.0,False,Returning_Visitor,False
317,2,0,3,374.0,0.0,1370.0,False,Returning_Visitor,False
318,2,0,5,61.0,0.0,97.0,False,Returning_Visitor,False
319,1,0,46,14.0,0.0,1380.166667,False,Returning_Visitor,False
320,1,0,23,38.0,0.0,1483.6,False,Returning_Visitor,True
321,0,0,5,0.0,0.0,156.0,False,Returning_Visitor,False
322,0,0,10,0.0,0.0,240.75,False,Returning_Visitor,False
323,2,0,37,96.0,0.0,1238.5,False,New_Visitor,False
324,6,0,68,615.25,0.0,2524.719048,False,Returning_Visitor,False
325,4,0,4,111.0,0.0,54.0,False,Returning_Visitor,False
326,2,0,2,147.0,0.0,35.0,False,New_Visitor,False
327,0,0,15,0.0,0.0,175.9166667,True,Returning_Visitor,False
328,3,0,11,53.16666667,0.0,263.6,False,Returning_Visitor,False
329,2,0,7,58.0,0.0,101.8,False,New_Visitor,False
330,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
331,3,0,55,48.5,0.0,1042.242857,False,New_Visitor,False
332,1,3,21,21.0,116.0,613.6666667,False,Returning_Visitor,False
333,4,0,64,115.3333333,0.0,1588.944444,False,Returning_Visitor,False
334,0,1,75,0.0,929.0,4105.666667,False,Returning_Visitor,False
335,1,0,14,8.0,0.0,269.5,False,Returning_Visitor,False
336,1,0,8,32.28571429,0.0,1236.2,False,Returning_Visitor,False
337,0,0,49,0.0,0.0,1384.016667,False,Returning_Visitor,False
338,0,0,4,0.0,0.0,52.0,False,Returning_Visitor,False
339,1,0,29,11.0,0.0,664.75,False,Returning_Visitor,False
340,0,0,7,0.0,0.0,64.0,False,Returning_Visitor,False
341,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
342,0,0,8,0.0,0.0,326.5,False,Returning_Visitor,False
343,0,0,25,0.0,0.0,1690.977778,False,Returning_Visitor,False
344,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
345,4,0,3,277.75,0.0,178.75,False,New_Visitor,False
346,0,0,12,0.0,0.0,407.0,False,Returning_Visitor,False
347,6,0,39,241.1666667,0.0,1513.566667,False,Returning_Visitor,False
348,3,0,24,64.0,0.0,832.0909091,False,New_Visitor,False
349,1,0,12,25.5,0.0,250.8333333,True,Returning_Visitor,False
350,2,0,15,64.0,0.0,565.6666667,False,New_Visitor,False
351,0,0,10,0.0,0.0,194.0,False,Returning_Visitor,False
352,8,1,19,130.0,18.0,298.0,True,Returning_Visitor,False
353,9,1,55,79.0,155.5,1743.066667,False,Returning_Visitor,False
354,3,0,27,84.0,0.0,655.9166667,False,Returning_Visitor,False
355,0,1,30,0.0,9.0,1992.833333,False,Returning_Visitor,True
356,0,0,3,0.0,0.0,0.0,False,Returning_Visitor,False
357,0,0,24,0.0,0.0,308.8635531,False,Returning_Visitor,False
358,3,0,46,41.0,0.0,2749.666667,False,Returning_Visitor,False
359,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
360,0,0,25,0.0,0.0,812.0,False,Returning_Visitor,False
361,0,0,12,0.0,0.0,166.0,True,Returning_Visitor,False
362,1,0,4,14.0,0.0,65.0,False,Returning_Visitor,False
363,4,0,46,86.0,0.0,2450.688095,False,Returning_Visitor,False
364,0,0,10,0.0,0.0,226.8333333,True,Returning_Visitor,False
365,3,0,9,618.0,0.0,341.0,False,New_Visitor,True
366,0,0,13,0.0,0.0,226.0,True,Returning_Visitor,False
367,1,0,111,11.88888889,0.0,3510.879903,False,Returning_Visitor,False
368,5,0,2,51.5,0.0,6.0,False,Returning_Visitor,False
369,2,0,27,7.0,0.0,559.4,True,Returning_Visitor,False
370,8,0,33,269.0,0.0,1109.883333,False,Returning_Visitor,False
371,0,0,5,0.0,0.0,239.0,False,Returning_Visitor,False
372,2,0,7,44.5,0.0,212.1666667,True,New_Visitor,False
373,1,14,81,3.0,1165.166667,2820.952419,False,Returning_Visitor,False
374,0,0,6,0.0,0.0,44.0,False,Returning_Visitor,False
375,0,0,8,0.0,0.0,781.0,False,Returning_Visitor,False
376,4,0,14,61.0,0.0,175.6666667,False,Returning_Visitor,False
377,3,0,25,90.0,0.0,397.8846154,True,Returning_Visitor,False
378,0,0,25,0.0,0.0,770.0285714,False,Returning_Visitor,False
379,2,3,22,102.5,60.0,1034.975,False,Returning_Visitor,True
380,0,0,2,0.0,0.0,12.0,False,Returning_Visitor,False
381,0,0,3,0.0,0.0,8.0,False,Returning_Visitor,False
382,1,0,22,17.0,0.0,399.8,False,Returning_Visitor,False
383,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
384,9,5,61,213.3214286,528.0,2258.430586,False,Returning_Visitor,False
385,0,0,2,0.0,0.0,254.0,False,Returning_Visitor,False
386,0,0,7,0.0,0.0,67.0,False,Returning_Visitor,False
387,0,0,4,0.0,0.0,57.0,False,Returning_Visitor,False
388,0,0,12,0.0,0.0,240.4166667,False,Returning_Visitor,False
389,0,0,8,0.0,0.0,551.1666667,False,Returning_Visitor,False
390,6,0,47,71.5,0.0,1532.2,False,Returning_Visitor,True
391,0,0,7,0.0,0.0,379.5,False,Returning_Visitor,False
392,1,0,14,6.0,0.0,548.1857143,True,Returning_Visitor,False
393,3,0,31,304.0,0.0,1735.301587,False,Returning_Visitor,False
394,0,0,3,0.0,0.0,103.0,True,Returning_Visitor,False
395,7,0,44,151.0,0.0,1406.1,False,Returning_Visitor,False
396,3,0,8,199.75,0.0,331.4,False,New_Visitor,False
397,1,1,88,13.5,28.0,1759.275703,False,Returning_Visitor,False
398,0,0,1,0.0,0.0,0.0,False,Returning_Visitor,False
399,7,4,31,191.2,654.3333333,1204.600433,False,Returning_Visitor,True
400,2,0,39,47.0,0.0,1743.366667,False,Returning_Visitor,True
401,0,0,10,0.0,0.0,236.0,False,Returning_Visitor,False
402,5,4,17,197.0,246.0,427.0833333,False,New_Visitor,False
403,3,0,46,115.125,0.0,909.522619,False,Returning_Visitor,False
404,4,0,14,312.75,0.0,702.9166667,False,New_Visitor,False
405,0,0,40,0.0,0.0,962.3333333,False,Returning_Visitor,False
406,4,0,2,724.0,0.0,159.0,False,New_Visitor,False
407,0,0,2,0.0,0.0,24.0,False,Returning_Visitor,False
408,8,4,30,237.5,142.0,1569.625,True,Returning_Visitor,True
409,3,0,15,66.33333333,0.0,424.8333333,False,Returning_Visitor,False
