Administrative,Informational,ProductRelated,Administrative_Duration,Informational_Duration,ProductRelated_Duration,ExitRates
0,0,27,0.0,0.0,925.3333333,0.025925926
0,0,2,0.0,0.0,33.0,0.1
0,0,6,0.0,0.0,1566.5,0.066666667
0,0,4,0.0,0.0,105.0,0.025
0,1,7,0.0,0.0,50.0,0.080952381
0,0,16,0.0,0.0,644.2,0.031666667
3,0,38,18.33333333,0.0,2635.177778,0.008947368
4,0,19,61.0,0.0,607.0,0.026984127
0,0,6,0.0,0.0,415.0,0.033333333
2,1,36,31.0,16.0,2083.530952,0.01351025
3,0,17,58.5,0.0,281.6666667,0.017647059
0,0,2,0.0,0.0,27.0,0.15
0,1,9,0.0,0.0,215.0,0.074074074
0,0,12,0.0,0.0,162.0,0.066666667
0,0,2,0.0,0.0,114.0,0.066666667
6,4,128,326.25,94.0,5062.213753,0.01791847
0,0,4,0.0,0.0,253.0,0.016666667
0,0,4,0.0,0.0,0.0,0.2
0,0,1,0.0,0.0,0.0,0.2
2,0,25,22.0,0.0,436.5,0.024
0,1,30,0.0,93.0,1045.833333,0.035483871
0,0,12,0.0,0.0,317.8333333,0.005555556
0,0,21,0.0,0.0,1146.333333,0.012962963
0,0,11,0.0,0.0,577.0,0.027272727
0,0,8,0.0,0.0,95.0,0.075
0,0,6,0.0,0.0,301.5,0.111111111
0,0,6,0.0,0.0,243.0,0.033333333
0,0,4,0.0,0.0,135.5,0.05
0,2,14,0.0,75.0,442.3333333,0.034375
0,0,3,0.0,0.0,41.0,0.066666667
0,0,11,0.0,0.0,292.9,0.11952381
0,0,1,0.0,0.0,0.0,0.2
0,0,9,0.0,0.0,1238.333333,0.040740741
0,0,10,0.0,0.0,225.4666667,0.05
4,0,51,462.0,0.0,1873.216667,0.00754717
0,0,3,0.0,0.0,13.0,0.166666667
0,0,2,0.0,0.0,222.0,0.1
2,0,16,20.0,0.0,214.8333333,0.022222222
0,0,1,0.0,0.0,0.0,0.2
0,0,6,0.0,0.0,2017.166667,0.011111111
6,0,26,111.5,0.0,449.0277778,0.018518519
0,0,6,0.0,0.0,158.1666667,0.033333333
0,0,9,0.0,0.0,303.6666667,0.046296296
0,0,3,0.0,0.0,25.0,0.066666667
0,0,2,0.0,0.0,42.0,0.15
4,0,14,103.625,0.0,1003.416667,0.018039216
0,0,1,0.0,0.0,0.0,0.2
0,0,9,0.0,0.0,272.5,0.011851852
3,0,8,19.0,0.0,344.0,0.007407407
0,0,1,0.0,0.0,0.0,0.2
0,1,10,0.0,19.0,852.0,0.009090909
0,0,3,0.0,0.0,780.0,0.066666667
0,0,3,0.0,0.0,1038.0,0.033333333
0,0,4,0.0,0.0,573.0,0.05
0,0,28,0.0,0.0,1231.233333,0.030357143
0,0,11,0.0,0.0,316.6666667,0.027272727
0,0,20,0.0,0.0,873.7365079,0.028166667
0,0,1,0.0,0.0,0.0,0.2
0,0,4,0.0,0.0,16.0,0.15
0,0,19,0.0,0.0,615.0,0.026315789
0,0,9,0.0,0.0,261.75,0.026666667
0,0,21,0.0,0.0,615.8831169,0.04993081
0,0,1,0.0,0.0,0.0,0.2
0,0,6,0.0,0.0,117.5,0.033333333
0,0,1,0.0,0.0,0.0,0.2
0,0,1,0.0,0.0,0.0,0.2
0,0,23,0.0,0.0,501.6666667,0.01884058
2,2,31,58.0,22.0,829.1666667,0.040606061
1,0,23,9.5,0.0,1223.0,0.012463768
0,0,6,0.0,0.0,467.0,0.016666667
0,0,23,0.0,0.0,737.1666667,0.011594203
0,0,12,0.0,0.0,129.0,0.033333333
0,0,5,0.0,0.0,63.0,0.04
0,0,5,0.0,0.0,125.0,0.166666667
0,0,11,0.0,0.0,684.3333333,0.063636364
0,0,20,0.0,0.0,665.4722222,0.0145
1,0,15,0.0,0.0,487.5,0.019166667
0,0,17,0.0,0.0,437.1666667,0.033333333
0,0,3,0.0,0.0,55.0,0.1
0,0,1,0.0,0.0,0.0,0.2
5,0,24,41.3,0.0,446.9277778,0.008602151
3,0,10,87.0,0.0,320.5,0.015384615
0,0,7,0.0,0.0,666.0,0.014285714
1,0,21,0.0,0.0,405.7095238,0.047002635
0,0,1,0.0,0.0,0.0,0.2
0,0,6,0.0,0.0,163.25,0.033333333
0,0,17,0.0,0.0,284.25,0.011764706
0,0,1,0.0,0.0,0.0,0.2
0,0,1,0.0,0.0,0.0,0.2
0,0,8,0.0,0.0,260.0,0.025
0,16,5,0.0,1210.397619,279.8571429,0.012764202
0,0,20,0.0,0.0,927.45,0.027248677
2,0,50,9.0,0.0,836.8,0.006339869
10,2,96,293.7782051,153.0,3283.166739,0.013509414
9,1,49,111.5,48.5,1868.819697,0.020708874
3,1,68,47.0,51.0,3008.124108,0.016727891
0,0,2,0.0,0.0,0.0,0.2
3,5,24,1226.0,3.0,3230.25,0.096
3,0,9,52.0,0.0,319.0,0.02
0,0,3,0.0,0.0,42.0,0.066666667
0,0,22,0.0,0.0,354.3333333,0.057662338
0,0,98,0.0,0.0,3556.61241,0.010173465
2,1,67,56.0,144.0,2563.783333,0.005797101
3,0,13,112.9607843,0.0,3014.018519,0.06140625
0,0,17,0.0,0.0,840.2333333,0.001666667
3,2,55,94.0,125.0,1970.844805,0.001724138
1,0,50,32.0,0.0,2867.0,0.004
0,0,5,0.0,0.0,43.0,0.04
5,0,13,218.0,0.0,284.5,0.004166667
0,0,3,0.0,0.0,133.5,0.088888889
1,0,12,119.0,0.0,297.6666667,0.008333333
3,0,16,281.0,0.0,453.75,0.005263158
1,0,16,18.0,0.0,1331.75,0.0125
2,0,5,40.0,0.0,558.5,0.028571429
3,0,4,107.0,0.0,145.8333333,0.016666667
0,0,8,0.0,0.0,731.0,0.04375
2,1,4,49.0,127.0,188.0,0.0375
0,0,14,0.0,0.0,565.3333333,0.04952381
0,0,2,0.0,0.0,50.0,0.05
4,0,7,57.0,0.0,591.0,0.033333333
2,3,10,2.0,261.0,281.0,0.042857143
2,2,18,123.0,306.3333333,483.8333333,0.02
2,0,4,118.0,0.0,42.0,0.066666667
0,0,35,0.0,0.0,1192.386111,0.028571429
0,0,12,0.0,0.0,198.0,0.075
0,0,3,0.0,0.0,15.0,0.066666667
2,0,14,38.0,0.0,643.0,0.013333333
0,0,5,0.0,0.0,23.0,0.12
0,0,4,0.0,0.0,14.0,0.15
1,0,6,54.0,0.0,210.5,0.02
1,0,28,993.0,0.0,1529.30467,0.009150327
0,0,2,0.0,0.0,19.0,0.1
5,2,37,74.25,84.0,1599.083333,0.006578947
0,0,9,0.0,0.0,102.5,0.022222222
0,0,16,0.0,0.0,2337.0,0.013333333
0,0,19,0.0,0.0,1883.5,0.021052632
2,0,50,32.0,0.0,1245.3,0.020666667
6,0,22,666.8333333,0.0,1674.583333,0.014666667
0,0,9,0.0,0.0,132.0,0.033333333
1,1,50,73.0,740.0,1434.255128,0.019230769
2,0,18,154.0,0.0,367.25,0.044210526
3,5,7,49.33333333,303.25,148.5,0.014081633
3,0,29,118.5,0.0,1482.210784,0.010600255
6,0,34,153.5,0.0,1048.492063,0.032225685
0,0,9,0.0,0.0,478.0,0.011111111
0,0,16,0.0,0.0,980.25,0.04
8,1,51,72.25,21.5,1124.693074,0.036550087
2,0,22,24.5,0.0,353.1666667,0.031818182
1,0,18,0.0,0.0,1489.083333,0.046470588
0,1,28,0.0,1220.0,2389.333333,0.030833333
0,0,7,0.0,0.0,753.0,0.00952381
0,0,31,0.0,0.0,688.1666667,0.019354839
0,0,14,0.0,0.0,811.0,0.041025641
1,0,9,22.0,0.0,415.25,0.048148148
16,0,32,155.6313131,0.0,908.013456,0.01805276
1,1,71,21.33333333,235.0,2753.378571,0.015201207
2,1,46,191.0,100.0,2452.582143,0.022253906
0,0,18,0.0,0.0,5188.5,0.05
0,0,2,0.0,0.0,0.0,0.2
0,0,5,0.0,0.0,57.0,0.12
0,0,2,0.0,0.0,8.0,0.1
4,0,19,96.5,0.0,1430.659091,0.025666667
1,0,2,13.0,0.0,20.0,0.05
5,0,4,1388.75,0.0,1373.75,0.02
0,0,45,0.0,0.0,844.25,0.01037037
0,1,7,0.0,0.0,188.0,0.033333333
3,0,14,51.0,0.0,527.375,0.033862434
0,0,1,0.0,0.0,0.0,0.2
1,1,29,158.0,64.0,1916.761905,0.018709677
0,0,9,0.0,0.0,116.3333333,0.066666667
0,0,30,0.0,0.0,397.0,0.02
0,0,63,0.0,0.0,5220.083333,0.003329865
0,0,20,0.0,0.0,219.3333333,0.011666667
0,0,5,0.0,0.0,74.0,0.04
0,0,15,0.0,0.0,1559.6,0.033846154
0,0,6,0.0,0.0,236.5,0.016666667
1,0,14,10.0,0.0,348.6666667,0.053571429
0,0,1,0.0,0.0,0.0,0.2
1,1,13,28.0,47.0,224.5,0.014285714
4,0,42,27.0,0.0,601.7666667,0.004545455
0,0,5,0.0,0.0,75.5,0.013333333
0,0,2,0.0,0.0,153.0,0.05
4,0,10,15.0,0.0,197.2,0.016666667
0,0,18,0.0,0.0,3658.5,0.05
0,0,5,0.0,0.0,1162.5,0.025
0,0,32,0.0,0.0,556.6,0.039583333
0,0,3,0.0,0.0,41.0,0.033333333
0,0,11,0.0,0.0,300.0714286,0.02
13,4,36,1249.809524,205.0,1626.625433,0.026186255
0,0,6,0.0,0.0,69.25,0.044444444
2,0,10,390.0,0.0,1169.1,0.05
0,0,8,0.0,0.0,402.0,0.038095238
0,0,1,0.0,0.0,0.0,0.2
0,0,35,0.0,0.0,3324.333333,0.024761905
11,1,87,215.5238095,70.0,3037.499952,0.007722385
0,0,4,0.0,0.0,59.0,0.05
1,0,51,11.0,0.0,1059.253472,0.022643039
2,0,7,20.0,0.0,720.0,0.011111111
0,0,40,0.0,0.0,905.4856061,0.03747619
0,0,1,0.0,0.0,0.0,0.2
2,1,14,8.0,14.33333333,603.6666667,0.0125
0,0,13,0.0,0.0,328.9166667,0.014285714
0,0,33,0.0,0.0,778.8166667,0.022424242
4,0,22,171.25,0.0,851.5595238,0.031907308
0,0,1,0.0,0.0,0.0,0.2
0,0,3,0.0,0.0,227.5,0.022222222
5,0,17,227.3333333,0.0,528.9,0.002272727
0,0,15,0.0,0.0,872.8333333,0.026666667
0,0,2,0.0,0.0,0.0,0.2
0,0,35,0.0,0.0,835.0666667,0.044761905
0,0,4,0.0,0.0,82.5,0.05
0,1,1,0.0,0.0,13.0,0.1
0,0,2,0.0,0.0,9.0,0.1
0,0,2,0.0,0.0,7.0,0.1
0,0,12,0.0,0.0,94.5,0.025555556
5,0,23,86.0,0.0,267.3,0.016
0,0,29,0.0,0.0,3312.5,0.028965517
0,0,3,0.0,0.0,75.0,0.066666667
2,0,10,7.0,0.0,75.0,0.11
0,1,27,0.0,24.0,1547.5,0.014814815
7,2,35,186.9761905,40.0,1276.157071,0.008681765
3,2,54,138.0,136.0,2631.1,0.00969697
0,0,2,0.0,0.0,96.0,0.1
2,0,3,374.0,0.0,1370.0,0.025
2,0,5,61.0,0.0,97.0,0.04
1,0,46,14.0,0.0,1380.166667,0.01037037
1,0,23,38.0,0.0,1483.6,0.038373016
0,0,5,0.0,0.0,156.0,0.04
0,0,10,0.0,0.0,240.75,0.02
2,0,37,96.0,0.0,1238.5,0.016410256
6,0,68,615.25,0.0,2524.719048,0.000175593
4,0,4,111.0,0.0,54.0,0.028571429
2,0,2,147.0,0.0,35.0,0.05
0,0,15,0.0,0.0,175.9166667,0.026666667
3,0,11,53.16666667,0.0,263.6,0.003571429
2,0,7,58.0,0.0,101.8,0.011111111
0,0,1,0.0,0.0,0.0,0.2
3,0,55,48.5,0.0,1042.242857,0.002222222
1,3,21,21.0,116.0,613.6666667,0.023611111
4,0,64,115.3333333,0.0,1588.944444,0.009213675
0,1,75,0.0,929.0,4105.666667,0.017324561
1,0,14,8.0,0.0,269.5,0.019047619
1,0,8,32.28571429,0.0,1236.2,0.028571429
0,0,49,0.0,0.0,1384.016667,0.011904762
0,0,4,0.0,0.0,52.0,0.025
1,0,29,11.0,0.0,664.75,0.005057471
0,0,7,0.0,0.0,64.0,0.014285714
0,0,1,0.0,0.0,0.0,0.2
0,0,8,0.0,0.0,326.5,0.125
0,0,25,0.0,0.0,1690.977778,0.037333333
0,0,1,0.0,0.0,0.0,0.2
4,0,3,277.75,0.0,178.75,0.008
0,0,12,0.0,0.0,407.0,0.033333333
6,0,39,241.1666667,0.0,1513.566667,0.021367521
3,0,24,64.0,0.0,832.0909091,0.009876543
1,0,12,25.5,0.0,250.8333333,0.016666667
2,0,15,64.0,0.0,565.6666667,0.00625
0,0,10,0.0,0.0,194.0,0.04
8,1,19,130.0,18.0,298.0,0.016666667
9,1,55,79.0,155.5,1743.066667,0.004371585
3,0,27,84.0,0.0,655.9166667,0.011111111
0,1,30,0.0,9.0,1992.833333,0.003333333
0,0,3,0.0,0.0,0.0,0.2
0,0,24,0.0,0.0,308.8635531,0.028030303
3,0,46,41.0,0.0,2749.666667,0.005555556
0,0,1,0.0,0.0,0.0,0.2
0,0,25,0.0,0.0,812.0,0.008
0,0,12,0.0,0.0,166.0,0.071428571
1,0,4,14.0,0.0,65.0,0.05
4,0,46,86.0,0.0,2450.688095,0.047905093
0,0,10,0.0,0.0,226.8333333,0.01
3,0,9,618.0,0.0,341.0,0.007692308
0,0,13,0.0,0.0,226.0,0.053846154
1,0,111,11.88888889,0.0,3510.879903,0.009438427
5,0,2,51.5,0.0,6.0,0.033333333
2,0,27,7.0,0.0,559.4,0.030452675
8,0,33,269.0,0.0,1109.883333,0.027742165
0,0,5,0.0,0.0,239.0,0.04
2,0,7,44.5,0.0,212.1666667,0.00625
1,14,81,3.0,1165.166667,2820.952419,0.029431012
0,0,6,0.0,0.0,44.0,0.1
0,0,8,0.0,0.0,781.0,0.057142857
4,0,14,61.0,0.0,175.6666667,0.010588235
3,0,25,90.0,0.0,397.8846154,0.033504762
0,0,25,0.0,0.0,770.0285714,0.034933333
2,3,22,102.5,60.0,1034.975,0.014
0,0,2,0.0,0.0,12.0,0.1
0,0,3,0.0,0.0,8.0,0.133333333
1,0,22,17.0,0.0,399.8,0.038095238
0,0,1,0.0,0.0,0.0,0.2
9,5,61,213.3214286,528.0,2258.430586,0.020655014
0,0,2,0.0,0.0,254.0,0.1
0,0,7,0.0,0.0,67.0,0.028571429
0,0,4,0.0,0.0,57.0,0.025
0,0,12,0.0,0.0,240.4166667,0.061688312
0,0,8,0.0,0.0,551.1666667,0.035
6,0,47,71.5,0.0,1532.2,0.019797366
0,0,7,0.0,0.0,379.5,0.085714286
1,0,14,6.0,0.0,548.1857143,0.02987013
3,0,31,304.0,0.0,1735.301587,0.0515625
0,0,3,0.0,0.0,103.0,0.022222222
7,0,44,151.0,0.0,1406.1,0.006501458
3,0,8,199.75,0.0,331.4,0.003333333
1,1,88,13.5,28.0,1759.275703,0.020644542
0,0,1,0.0,0.0,0.0,0.2
7,4,31,191.2,654.3333333,1204.600433,0.013342491
2,0,39,47.0,0.0,1743.366667,0.016410256
0,0,10,0.0,0.0,236.0,0.026666667
5,4,17,197.0,246.0,427.0833333,0.008695652
3,0,46,115.125,0.0,909.522619,0.020449173
4,0,14,312.75,0.0,702.9166667,0.014259259
0,0,40,0.0,0.0,962.3333333,0.01625
4,0,2,724.0,0.0,159.0,0.008
0,0,2,0.0,0.0,24.0,0.1
8,4,30,237.5,142.0,1569.625,0.008108108
3,0,15,66.33333333,0.0,424.8333333,0.0125
0,0,16,0.0,0.0,154.8333333,0.00625
2,1,37,190.0,0.0,758.4428571,0.010526316
4,1,11,174.0,18.5,305.875,0.001709402
3,0,2,227.0,0.0,62.0,0.025
1,0,15,23.0,0.0,656.25,0.028571429
0,0,29,0.0,0.0,617.5,0.01954023
0,2,15,0.0,39.0,245.0,0.0125
0,0,3,0.0,0.0,20.0,0.066666667
0,0,1,0.0,0.0,0.0,0.2
0,0,2,0.0,0.0,22.0,0.1
1,1,55,26.0,0.0,872.4,0.01754386
0,0,1,0.0,0.0,0.0,0.2
0,0,38,0.0,0.0,1372.0,0.018918919
2,0,7,41.0,0.0,139.0,0.055555556
4,2,149,74.0,629.0,5042.458059,0.007285123
0,0,5,0.0,0.0,288.5,0.0125
0,0,2,0.0,0.0,0.0,0.2
0,0,6,0.0,0.0,192.0,0.04
0,0,27,0.0,0.0,954.6666667,0.003846154
0,0,1,0.0,0.0,0.0,0.2
2,0,13,74.0,0.0,429.0,0.040444444
0,0,41,0.0,0.0,1546.5,0.008333333
2,0,9,45.0,0.0,96.46666667,0.018181818
2,0,9,112.0,0.0,198.8333333,0.006060606
0,0,8,0.0,0.0,181.0,0.1
2,0,15,37.0,0.0,208.5,0.011764706
0,0,21,0.0,0.0,517.4238095,0.025
0,0,12,0.0,0.0,358.0666667,0.025
1,0,22,5.5,0.0,339.25,0.026984127
3,0,13,50.0,0.0,796.0,0.013333333
0,0,31,0.0,0.0,1759.416667,0.002903226
2,0,19,26.0,0.0,3277.0,0.037894737
0,0,13,0.0,0.0,265.1666667,0.046153846
5,0,13,113.5,0.0,437.2,0.002222222
0,0,6,0.0,0.0,92.0,0.066666667
3,0,0,279.0,0.0,0.0,0.05
3,1,23,228.0,267.5,1266.267677,0.037765568
3,2,2,55.0,4.0,19.0,0.033333333
6,0,47,112.5,0.0,1882.113409,0.019314286
1,0,12,17.0,0.0,616.4,0.018181818
0,0,5,0.0,0.0,155.0,0.053333333
0,0,11,0.0,0.0,814.5,0.01
0,0,21,0.0,0.0,460.4166667,0.036507937
0,0,5,0.0,0.0,819.5,0.036
1,0,30,8.5,0.0,659.2,0.006451613
0,0,5,0.0,0.0,427.0,0.04
0,0,1,0.0,0.0,0.0,0.2
0,0,17,0.0,0.0,766.5,0.0125
0,0,1,0.0,0.0,0.0,0.2
0,0,14,0.0,0.0,2425.0,0.007142857
7,0,11,319.5,0.0,416.5,0.007142857
0,0,15,0.0,0.0,638.6428571,0.053571429
0,1,8,0.0,132.0,445.0,0.014285714
0,0,4,0.0,0.0,81.0,0.025
0,0,20,0.0,0.0,1985.0,0.055
5,0,24,97.5,0.0,758.1444444,0.059846154
7,0,15,182.0833333,0.0,310.9,0.01
3,0,15,97.0,0.0,482.0,0.025
0,0,2,0.0,0.0,0.0,0.2
3,0,30,34.83333333,0.0,709.8333333,0.046666667
0,3,31,0.0,57.0,4547.166667,0.039247312
0,0,9,0.0,0.0,1040.0,0.116666667
0,0,3,0.0,0.0,223.0,0.133333333
0,2,11,0.0,14.0,687.5,0.035897436
0,0,30,0.0,0.0,632.5833333,0.021666667
1,0,9,77.0,0.0,312.0,0.044444444
3,0,45,107.0,0.0,2502.966667,0.008510638
10,0,47,614.1666667,0.0,3608.9,0.019871795
13,1,15,315.9666667,0.0,406.575,0.032380952
0,0,1,0.0,0.0,0.0,0.2
1,0,39,0.0,0.0,2487.5,0.047105263
0,0,15,0.0,0.0,212.8,0.042857143
2,0,20,11.0,0.0,510.0,0.034848485
0,0,1,0.0,0.0,0.0,0.2
2,0,5,47.66666667,0.0,72.33333333,0.014285714
0,0,13,0.0,0.0,96.5,0.076923077
0,0,8,0.0,0.0,267.0,0.05
0,0,8,0.0,0.0,481.1666667,0.025
0,0,4,0.0,0.0,2528.0,0.066666667
2,1,24,30.0,148.5,1530.194444,0.014814815
0,0,7,0.0,0.0,289.5,0.014285714
0,0,1,0.0,0.0,10.0,0.1
0,0,16,0.0,0.0,676.75,0.035714286
0,0,4,0.0,0.0,36.0,0.1
2,0,6,25.0,0.0,65.0,0.025
0,0,16,0.0,0.0,630.75,0.04047619
8,2,14,359.0,954.0,336.5,0.005555556
0,0,5,0.0,0.0,77.0,0.04
5,0,3,59.0,0.0,44.66666667,0.025
4,0,22,1347.75,0.0,3410.875,0.09
0,0,10,0.0,0.0,322.5,0.07
0,0,11,0.0,0.0,919.0,0.027272727
18,6,79,280.95,762.5,2096.911364,0.014008551
4,0,66,100.3,0.0,2868.133333,0.01725974
1,0,27,23.0,0.0,1058.893939,0.010493827
6,0,5,53.38095238,0.0,54.38095238,0.003571429
2,0,11,8.0,0.0,543.5,0.038461538
0,0,29,0.0,0.0,1089.0,0.013793103
1,1,43,0.0,60.0,1131.808333,0.047348485
0,0,7,0.0,0.0,314.5,0.066666667
14,6,258,416.3928571,449.3333333,11301.20416,0.00742538
6,1,33,573.5,0.0,1946.942857,0.020602653
0,0,1,0.0,0.0,0.0,0.2
6,2,26,465.8333333,71.0,1558.0,0.013333333
0,1,21,0.0,212.5,1198.75,0.003174603
0,0,1,0.0,0.0,0.0,0.2
0,0,17,0.0,0.0,927.1666667,0.014705882
9,0,37,97.64285714,0.0,584.5958874,0.013043478
0,0,4,0.0,0.0,135.5,0.066666667
3,0,8,148.0,0.0,292.5,0.027272727
0,0,2,0.0,0.0,68.5,0.033333333
3,0,23,58.0,0.0,364.1666667,0.02
0,0,26,0.0,0.0,694.3,0.036410256
1,0,3,3.0,0.0,236.0,0.025
4,0,24,97.61111111,0.0,1128.468254,0.058577534
4,0,5,57.0,0.0,81.0,0.025
2,0,21,34.0,0.0,521.5,0.021212121
0,0,7,0.0,0.0,496.75,0.011111111
0,0,9,0.0,0.0,104.8333333,0.072222222
1,0,4,7.0,0.0,45.0,0.0125
2,0,2,37.5,0.0,492.5,0.05
1,0,40,3.0,0.0,624.75,0.014634146
0,0,1,0.0,0.0,0.0,0.2
0,0,6,0.0,0.0,116.5,0.066666667
0,0,8,0.0,0.0,144.0,0.045833333
2,0,28,22.5,0.0,686.3222222,0.001190476
0,1,1,0.0,1411.0,1411.0,0.1
0,0,7,0.0,0.0,126.0,0.057142857
0,0,6,0.0,0.0,185.0,0.1
0,0,6,0.0,0.0,218.0,0.066666667
0,0,1,0.0,0.0,0.0,0.2
0,0,30,0.0,0.0,484.672619,0.018965517
0,0,19,0.0,0.0,439.8333333,0.003703704
2,0,21,38.0,0.0,733.7,0.014035088
6,3,34,77.0,447.0,1469.702381,0.02398374
2,2,16,58.5,125.0,485.8333333,0.002222222
0,0,3,0.0,0.0,19.0,0.066666667
6,1,5,99.33333333,28.5,345.5,0.011111111
3,0,20,117.0,0.0,543.8,0.019047619
0,0,3,0.0,0.0,48.0,0.066666667
2,0,22,16.66666667,0.0,343.3690476,0.039924242
0,0,9,0.0,0.0,171.0,0.066666667
12,0,61,81.5,0.0,2202.579167,0.017153855
0,0,11,0.0,0.0,299.5,0.072727273
0,0,1,0.0,0.0,0.0,0.2
0,1,11,0.0,90.0,1056.5,0.054545455
4,0,46,34.0,0.0,627.3083333,0.004166667
4,0,33,38.5,0.0,583.8333333,0.007894737
0,0,7,0.0,0.0,221.5,0.028571429
0,0,44,0.0,0.0,441.7916667,0.018181818
7,0,37,156.25,0.0,1037.355013,0.0165
3,0,11,15.0,0.0,246.0,0.054545455
0,0,3,0.0,0.0,10.0,0.066666667
0,2,1,0.0,18.0,46.0,0.066666667
0,0,80,0.0,0.0,801.802381,0.0035
1,0,40,19.0,0.0,1361.166667,0.0225
0,0,5,0.0,0.0,53.0,0.08
1,0,17,7.0,0.0,2648.5,0.03125
0,0,3,0.0,0.0,27.0,0.133333333
0,0,13,0.0,0.0,255.0,0.015384615
0,0,2,0.0,0.0,221.5,0.05
0,0,7,0.0,0.0,225.0,0.085714286
0,0,7,0.0,0.0,125.0,0.028571429
0,0,12,0.0,0.0,323.0,0.066666667
